kp_id,kp_url,kp_poster_url,kp_full_name,name,year,type,genres_list,genre,countries_list,country,imdb,vote_date,vote
1150547,https://www.kinopoisk.ru/film/1150547/,https://st.kp.yandex.net/images/film_big/1150547.jpg,Любовь между строк (2019),Gut gegen Nordwind,2019.0,movie,"драма, мелодрама",драма,Германия,Германия,tt8435892,2022-07-23,6
1008445,https://www.kinopoisk.ru/film/1008445/,https://st.kp.yandex.net/images/film_big/1008445.jpg,Человек-паук: Вдали от дома (2019),Spider-Man: Far from Home,2019.0,movie,"фантастика, боевик, приключения",фантастика,США,США,tt6320628,2022-06-19,6
1309570,https://www.kinopoisk.ru/film/1309570/,https://st.kp.yandex.net/images/film_big/1309570.jpg,Человек-паук: Нет пути домой (2021),Spider-Man: No Way Home,2021.0,movie,"фантастика, боевик, приключения, фэнтези",фантастика,США,США,tt10872600,2022-06-18,9
677893,https://www.kinopoisk.ru/film/677893/,https://st.kp.yandex.net/images/film_big/677893.jpg,Стажёр (2015),The Intern,2015.0,movie,"мелодрама, комедия",мелодрама,США,США,tt2361509,2022-06-11,8
462482,https://www.kinopoisk.ru/film/462482/,https://st.kp.yandex.net/images/film_big/462482.jpg,Мартовские иды (2011),The Ides of March,2011.0,movie,"триллер, драма",триллер,США,США,tt1124035,2022-05-21,5
161094,https://www.kinopoisk.ru/film/161094/,https://st.kp.yandex.net/images/film_big/161094.jpg,Вторжение (2007),The Invasion,2007.0,movie,"фантастика, триллер",фантастика,"США, Австралия",США,tt0427392,2022-05-14,4
781432,https://www.kinopoisk.ru/film/781432/,https://st.kp.yandex.net/images/film_big/781432.jpg,14+ (2015),14+,2015.0,movie,мелодрама,мелодрама,Россия,Россия,tt4427076,2022-05-01,7
1355139,https://www.kinopoisk.ru/film/1355139/,https://st.kp.yandex.net/images/film_big/1355139.jpg,Лулу и Бриггс (2021),Dog,2021.0,movie,"комедия, драма, приключения",комедия,США,США,,2022-04-25,8
197532,https://www.kinopoisk.ru/film/197532/,https://st.kp.yandex.net/images/film_big/197532.jpg,Из машины (2014),Ex Machina,2014.0,movie,"фантастика, триллер, драма",фантастика,Великобритания,Великобритания,tt0470752,2022-04-16,7
1326397,https://www.kinopoisk.ru/film/1326397/,https://st.kp.yandex.net/images/film_big/1326397.jpg,Батя (2020),Батя,2020.0,movie,"комедия, мелодрама",комедия,Россия,Россия,,2022-04-15,7
838043,https://www.kinopoisk.ru/film/838043/,https://st.kp.yandex.net/images/film_big/838043.jpg,Визит (2015),The Visit,2015.0,movie,ужасы,ужасы,США,США,tt3567288,2022-04-09,8
930000,https://www.kinopoisk.ru/film/930000/,https://st.kp.yandex.net/images/film_big/930000.jpg,Почему он? (2016),Why Him?,2016.0,movie,комедия,комедия,"США, Камбоджа",США,tt4501244,2022-04-02,7
458,https://www.kinopoisk.ru/film/458/,https://st.kp.yandex.net/images/film_big/458.jpg,Корпорация монстров (2001),"Monsters, Inc.",2001.0,cartoon,"мультфильм, фэнтези, комедия, приключения, семейный",мультфильм,США,США,tt0198781,2022-03-26,10
4542882,https://www.kinopoisk.ru/film/4542882/,https://st.kp.yandex.net/images/film_big/4542882.jpg,Поездка на выходные (2022),The Weekend Away,2022.0,movie,"триллер, драма, криминал, детектив",триллер,США,США,tt14817272,2022-03-07,7
1238476,https://www.kinopoisk.ru/film/1238476/,https://st.kp.yandex.net/images/film_big/1238476.jpg,Бесконечность (2021),Infinite,2021.0,movie,"фантастика, боевик",фантастика,США,США,tt6654210,2022-03-05,3
661911,https://www.kinopoisk.ru/film/661911/,https://st.kp.yandex.net/images/film_big/661911.jpg,Голодные игры: Сойка-пересмешница. Часть I (2014),The Hunger Games: Mockingjay - Part 1,2014.0,movie,"фантастика, боевик, триллер, приключения",фантастика,"США, Канада, Франция",США,tt1951265,2022-02-22,5
1368311,https://www.kinopoisk.ru/film/1368311/,https://st.kp.yandex.net/images/film_big/1368311.jpg,Черный ящик (2020),Boîte noire,2020.0,movie,"детектив, триллер",детектив,Франция,Франция,tt10341034,2022-02-20,9
317,https://www.kinopoisk.ru/film/317/,https://st.kp.yandex.net/images/film_big/317.jpg,Любовь с уведомлением (2002),Two Weeks Notice,2002.0,movie,"мелодрама, комедия",мелодрама,"США, Австралия",США,tt0313737,2022-02-14,5
103734,https://www.kinopoisk.ru/film/103734/,https://st.kp.yandex.net/images/film_big/103734.jpg,Кунг-фу Панда (2008),Kung Fu Panda,2008.0,cartoon,"мультфильм, фэнтези, боевик, драма, комедия, приключения, семейный",мультфильм,"США, Китай",США,tt0441773,2022-02-13,8
1282222,https://www.kinopoisk.ru/film/1282222/,https://st.kp.yandex.net/images/film_big/1282222.jpg,Мой любимый враг (2021),The Hating Game,2021.0,movie,"мелодрама, комедия",мелодрама,США,США,tt8718158,2022-02-13,5
321842,https://www.kinopoisk.ru/film/321842/,https://st.kp.yandex.net/images/film_big/321842.jpg,Предложение (2009),The Proposal,2009.0,movie,"мелодрама, комедия, драма",мелодрама,США,США,tt1041829,2022-02-05,5
1252962,https://www.kinopoisk.ru/film/1252962/,https://st.kp.yandex.net/images/film_big/1252962.jpg,"Гудбай, Америка (2020)","Гудбай, Америка",2020.0,movie,"мелодрама, комедия",мелодрама,Россия,Россия,tt11616036,2022-01-29,3
318,https://www.kinopoisk.ru/film/318/,https://st.kp.yandex.net/images/film_big/318.jpg,Ограбление по-итальянски (2003),The Italian Job,2003.0,movie,"боевик, триллер, криминал",боевик,"США, Франция, Италия, Великобритания, Германия",США,tt0317740,2022-01-28,6
928391,https://www.kinopoisk.ru/film/928391/,https://st.kp.yandex.net/images/film_big/928391.jpg,Девушка в поезде (2016),The Girl on the Train,2016.0,movie,"триллер, детектив, драма, криминал",триллер,США,США,tt3631112,2022-01-22,8
1309596,https://www.kinopoisk.ru/film/1309596/,https://st.kp.yandex.net/images/film_big/1309596.jpg,Никто (2021),Nobody,2021.0,movie,"боевик, триллер, криминал",боевик,"США, Япония",США,tt7888964,2022-01-16,10
86646,https://www.kinopoisk.ru/film/86646/,https://st.kp.yandex.net/images/film_big/86646.jpg,Любовь и прочие неприятности (2006),Failure to Launch,2006.0,movie,"мелодрама, комедия",мелодрама,США,США,tt0427229,2022-01-15,6
1199100,https://www.kinopoisk.ru/film/1199100/,https://st.kp.yandex.net/images/film_big/1199100.jpg,Главный герой (2021),Free Guy,2021.0,movie,"фантастика, боевик, комедия, мелодрама",фантастика,США,США,tt6264654,2022-01-14,7
840372,https://www.kinopoisk.ru/film/840372/,https://st.kp.yandex.net/images/film_big/840372.jpg,Шазам! (2019),Shazam!,2019.0,movie,"фэнтези, боевик, комедия",фэнтези,"США, Канада",США,tt0448115,2022-01-10,6
1008477,https://www.kinopoisk.ru/film/1008477/,https://st.kp.yandex.net/images/film_big/1008477.jpg,Отряд самоубийц: Миссия навылет (2021),The Suicide Squad,2021.0,movie,"боевик, фантастика, комедия, фэнтези",боевик,США,США,tt6334354,2022-01-08,7
1046969,https://www.kinopoisk.ru/film/1046969/,https://st.kp.yandex.net/images/film_big/1046969.jpg,Чудо-женщина: 1984 (2020),Wonder Woman 1984,2020.0,movie,"фэнтези, боевик, приключения, фантастика",фэнтези,"США, Великобритания, Испания",США,tt7126948,2022-01-08,3
1227967,https://www.kinopoisk.ru/film/1227967/,https://st.kp.yandex.net/images/film_big/1227967.jpg,Веном 2 (2021),Venom: Let There Be Carnage,2021.0,movie,"фантастика, боевик, ужасы",фантастика,"США, Китай",США,tt7097896,2022-01-06,3
48356,https://www.kinopoisk.ru/film/48356/,https://st.kp.yandex.net/images/film_big/48356.jpg,Гарри Поттер и Орден Феникса (2007),Harry Potter and the Order of the Phoenix,2007.0,movie,"фэнтези, приключения, семейный",фэнтези,"Великобритания, США",Великобритания,tt0373889,2022-01-04,8
322,https://www.kinopoisk.ru/film/322/,https://st.kp.yandex.net/images/film_big/322.jpg,Гарри Поттер и узник Азкабана (2004),Harry Potter and the Prisoner of Azkaban,2004.0,movie,"фэнтези, приключения, семейный",фэнтези,"Великобритания, США",Великобритания,tt0304141,2022-01-03,8
8408,https://www.kinopoisk.ru/film/8408/,https://st.kp.yandex.net/images/film_big/8408.jpg,Гарри Поттер и Кубок огня (2005),Harry Potter and the Goblet of Fire,2005.0,movie,"фэнтези, приключения, семейный",фэнтези,"Великобритания, США",Великобритания,tt0330373,2022-01-03,9
688,https://www.kinopoisk.ru/film/688/,https://st.kp.yandex.net/images/film_big/688.jpg,Гарри Поттер и Тайная комната (2002),Harry Potter and the Chamber of Secrets,2002.0,movie,"фэнтези, приключения, семейный",фэнтези,"Великобритания, США",Великобритания,tt0295297,2022-01-02,9
1338480,https://www.kinopoisk.ru/film/1338480/,https://st.kp.yandex.net/images/film_big/1338480.jpg,Не смотрите наверх (2021),Don't Look Up,2021.0,movie,"драма, фантастика, комедия",драма,США,США,tt11286314,2022-01-02,8
4716622,https://www.kinopoisk.ru/film/4716622/,https://st.kp.yandex.net/images/film_big/4716622.jpg,Гарри Поттер 20 лет спустя: Возвращение в Хогвартс (2022),Harry Potter 20th Anniversary: Return to Hogwarts,2022.0,movie,"документальный, семейный",документальный,"Великобритания, США",Великобритания,tt16116174,2022-01-01,8
1346996,https://www.kinopoisk.ru/film/1346996/,https://st.kp.yandex.net/images/film_big/1346996.jpg,Рождество на льду (2020),Christmas on Ice,2020.0,movie,мелодрама,мелодрама,США,США,tt11738870,2021-12-29,5
6144,https://www.kinopoisk.ru/film/6144/,https://st.kp.yandex.net/images/film_big/6144.jpg,Реальная любовь (2003),Love Actually,2003.0,movie,"мелодрама, комедия, драма",мелодрама,"Великобритания, Франция, США",Великобритания,tt0314331,2021-12-25,9
463070,https://www.kinopoisk.ru/film/463070/,https://st.kp.yandex.net/images/film_big/463070.jpg,Экстрасенсы (2014),Solace,2014.0,movie,"триллер, криминал, детектив, фантастика",триллер,США,США,tt1291570,2021-12-18,4
1423831,https://www.kinopoisk.ru/film/1423831/,https://st.kp.yandex.net/images/film_big/1423831.jpg,Замок к Рождеству (2021),A Castle for Christmas,2021.0,movie,"драма, мелодрама, комедия, приключения, семейный",драма,"Великобритания, США",Великобритания,tt13070602,2021-12-05,5
1007921,https://www.kinopoisk.ru/film/1007921/,https://st.kp.yandex.net/images/film_big/1007921.jpg,Сама жизнь (2018),Life Itself,2018.0,movie,"драма, мелодрама",драма,"США, Испания",США,tt5989218,2021-11-27,9
1115099,https://www.kinopoisk.ru/film/1115099/,https://st.kp.yandex.net/images/film_big/1115099.jpg,Красное уведомление (2021),Red Notice,2021.0,movie,"боевик, комедия, криминал",боевик,США,США,tt7991608,2021-11-19,6
1036188,https://www.kinopoisk.ru/film/1036188/,https://st.kp.yandex.net/images/film_big/1036188.jpg,Быть Астрид Линдгрен (2018),Unga Astrid,2018.0,movie,"драма, биография",драма,"Швеция, Дания",Швеция,tt6433456,2021-11-16,5
804662,https://www.kinopoisk.ru/film/804662/,https://st.kp.yandex.net/images/film_big/804662.jpg,Круэлла (2021),Cruella,2021.0,movie,"комедия, криминал, драма",комедия,"США, Великобритания",США,tt3228774,2021-11-16,5
965936,https://www.kinopoisk.ru/film/965936/,https://st.kp.yandex.net/images/film_big/965936.jpg,Годзилла против Конга (2021),Godzilla vs. Kong,2021.0,movie,"боевик, фантастика",боевик,США,США,tt14091030,2021-11-16,3
1403664,https://www.kinopoisk.ru/film/1403664/,https://st.kp.yandex.net/images/film_big/1403664.jpg,Армия воров (2021),Army of Thieves,2021.0,movie,"боевик, триллер, криминал",боевик,"Германия, США",Германия,tt13024674,2021-11-06,5
1179555,https://www.kinopoisk.ru/film/1179555/,https://st.kp.yandex.net/images/film_big/1179555.jpg,Взаперти (2020),Run,2020.0,movie,"триллер, драма, детектив",триллер,"США, Канада",США,tt10933000,2021-11-03,6
848894,https://www.kinopoisk.ru/film/848894/,https://st.kp.yandex.net/images/film_big/848894.jpg,Вторая жизнь Уве (2015),En man som heter Ove,2015.0,movie,"драма, мелодрама, комедия",драма,Швеция,Швеция,tt4080728,2021-11-03,7
1301710,https://www.kinopoisk.ru/series/1301710/,https://st.kp.yandex.net/images/film_big/1301710.jpg,"Игра в кальмара (сериал, 2021 – ...)",Ojingeo geim,2021.0,tv-series,"триллер, драма",триллер,Корея Южная,Корея Южная,tt10919420,2021-10-16,7
825,https://www.kinopoisk.ru/film/825/,https://st.kp.yandex.net/images/film_big/825.jpg,Тень вампира (2000),Shadow of the Vampire,2000.0,movie,"ужасы, драма",ужасы,"Великобритания, Люксембург, США",Великобритания,tt0189998,2021-10-10,7
1254059,https://www.kinopoisk.ru/film/1254059/,https://st.kp.yandex.net/images/film_big/1254059.jpg,Доктор Лиза (2020),Доктор Лиза,2020.0,movie,"драма, биография",драма,Россия,Россия,tt12028944,2021-10-02,8
468581,https://www.kinopoisk.ru/film/468581/,https://st.kp.yandex.net/images/film_big/468581.jpg,Голодные игры (2012),The Hunger Games,2012.0,movie,"фантастика, боевик, триллер, приключения",фантастика,США,США,tt1392170,2021-09-26,7
409424,https://www.kinopoisk.ru/film/409424/,https://st.kp.yandex.net/images/film_big/409424.jpg,Дюна (2021),Dune: Part One,2021.0,movie,"фантастика, боевик, драма, приключения",фантастика,"США, Канада, Венгрия",США,tt1160419,2021-09-26,7
1209777,https://www.kinopoisk.ru/film/1209777/,https://st.kp.yandex.net/images/film_big/1209777.jpg,Уроки фарси (2020),Persian Lessons,2020.0,movie,"драма, военный, история",драма,"Россия, Германия, Беларусь",Россия,tt9738784,2021-09-24,9
462606,https://www.kinopoisk.ru/film/462606/,https://st.kp.yandex.net/images/film_big/462606.jpg,Области тьмы (2011),Limitless,2011.0,movie,"триллер, драма, фантастика",триллер,США,США,tt1219289,2021-09-17,7
1183599,https://www.kinopoisk.ru/film/1183599/,https://st.kp.yandex.net/images/film_big/1183599.jpg,Огонь (2020),Огонь,2020.0,movie,"драма, боевик",драма,Россия,Россия,tt12200256,2021-08-27,6
21540,https://www.kinopoisk.ru/film/21540/,https://st.kp.yandex.net/images/film_big/21540.jpg,Переступить черту (2005),Walk the Line,2005.0,movie,"драма, мелодрама, биография, музыка",драма,"США, Германия",США,tt0358273,2021-08-14,7
497233,https://www.kinopoisk.ru/film/497233/,https://st.kp.yandex.net/images/film_big/497233.jpg,"Значит, война (2012)",This Means War,2012.0,movie,"боевик, мелодрама, комедия",боевик,США,США,tt1596350,2021-08-08,6
689,https://www.kinopoisk.ru/film/689/,https://st.kp.yandex.net/images/film_big/689.jpg,Гарри Поттер и философский камень (2001),Harry Potter and the Sorcerer's Stone,2001.0,movie,"фэнтези, приключения, семейный",фэнтези,"Великобритания, США",Великобритания,tt0241527,2021-08-01,10
1060511,https://www.kinopoisk.ru/film/1060511/,https://st.kp.yandex.net/images/film_big/1060511.jpg,Зов предков (2020),The Call of the Wild,2020.0,movie,"драма, приключения, семейный",драма,"США, Канада",США,tt7504726,2021-07-10,8
994864,https://www.kinopoisk.ru/film/994864/,https://st.kp.yandex.net/images/film_big/994864.jpg,Покемон. Детектив Пикачу (2019),Pokémon: Detective Pikachu,2019.0,movie,"фантастика, фэнтези, детектив, приключения, семейный",фантастика,"США, Япония",США,tt5884052,2021-06-06,4
1109271,https://www.kinopoisk.ru/film/1109271/,https://st.kp.yandex.net/images/film_big/1109271.jpg,Майор Гром: Чумной Доктор (2021),Майор Гром: Чумной Доктор,2021.0,movie,"боевик, криминал, детектив, комедия",боевик,Россия,Россия,tt7601480,2021-05-21,7
470191,https://www.kinopoisk.ru/film/470191/,https://st.kp.yandex.net/images/film_big/470191.jpg,Невероятный мир глазами Энцо (2019),The Art of Racing in the Rain,2019.0,movie,"драма, мелодрама, комедия, спорт, семейный",драма,США,США,tt1478839,2021-05-15,10
1146252,https://www.kinopoisk.ru/film/1146252/,https://st.kp.yandex.net/images/film_big/1146252.jpg,Пиноккио (2019),Pinocchio,2019.0,movie,"фэнтези, драма, приключения",фэнтези,"Италия, Франция, Великобритания",Италия,tt8333746,2021-05-14,3
1080513,https://www.kinopoisk.ru/film/1080513/,https://st.kp.yandex.net/images/film_big/1080513.jpg,Вперёд (2019),Onward,2019.0,cartoon,"мультфильм, фэнтези, комедия, приключения, семейный",мультфильм,США,США,tt7146812,2021-05-05,7
1236567,https://www.kinopoisk.ru/film/1236567/,https://st.kp.yandex.net/images/film_big/1236567.jpg,"Девушка, подающая надежды (2020)",Promising Young Woman,2020.0,movie,"триллер, драма, криминал",триллер,"Великобритания, США",Великобритания,tt9620292,2021-05-04,8
1318972,https://www.kinopoisk.ru/film/1318972/,https://st.kp.yandex.net/images/film_big/1318972.jpg,Гнев человеческий (2021),Wrath of Man,2021.0,movie,"боевик, триллер",боевик,"Великобритания, США",Великобритания,tt11083552,2021-04-25,6
463418,https://www.kinopoisk.ru/film/463418/,https://st.kp.yandex.net/images/film_big/463418.jpg,Любовный переплет (2012),The Oranges,2012.0,movie,"драма, мелодрама, комедия",драма,США,США,,2021-04-23,5
464573,https://www.kinopoisk.ru/film/464573/,https://st.kp.yandex.net/images/film_big/464573.jpg,Ищу друга на конец света (2011),Seeking a Friend for the End of the World,2011.0,movie,"фантастика, комедия, мелодрама, приключения, драма",фантастика,США,США,,2021-04-16,3
739642,https://www.kinopoisk.ru/film/739642/,https://st.kp.yandex.net/images/film_big/739642.jpg,Эверест (2015),Everest,2015.0,movie,"боевик, триллер, драма, приключения, биография",боевик,"Великобритания, США, Исландия",Великобритания,tt2719848,2021-04-09,9
893245,https://www.kinopoisk.ru/film/893245/,https://st.kp.yandex.net/images/film_big/893245.jpg,Основатель (2016),The Founder,2016.0,movie,"биография, драма",биография,"США, Греция",США,tt4276820,2021-04-03,7
1117379,https://www.kinopoisk.ru/film/1117379/,https://st.kp.yandex.net/images/film_big/1117379.jpg,Поменяться местами (2019),Mon inconnue,2019.0,movie,"комедия, мелодрама, фэнтези",комедия,"Франция, Бельгия, Корея Южная",Франция,tt8265928,2021-04-02,7
1021046,https://www.kinopoisk.ru/film/1021046/,https://st.kp.yandex.net/images/film_big/1021046.jpg,Переводчики (2019),Les traducteurs,2019.0,movie,детектив,детектив,"Франция, Бельгия",Франция,tt6270534,2021-03-28,6
1236063,https://www.kinopoisk.ru/film/1236063/,https://st.kp.yandex.net/images/film_big/1236063.jpg,Довод (2020),Tenet,2020.0,movie,"фантастика, боевик, триллер, приключения",фантастика,"Великобритания, США",Великобритания,tt6723592,2021-03-26,7
279880,https://www.kinopoisk.ru/film/279880/,https://st.kp.yandex.net/images/film_big/279880.jpg,Подмена (2008),Changeling,2008.0,movie,"триллер, драма, криминал, детектив, биография, история",триллер,США,США,tt0824747,2021-03-19,7
6034,https://www.kinopoisk.ru/film/6034/,https://st.kp.yandex.net/images/film_big/6034.jpg,Невероятная жизнь Уолтера Митти (2013),The Secret Life of Walter Mitty,2013.0,movie,"комедия, приключения, фэнтези, драма, мелодрама",комедия,"США, Великобритания",США,tt0359950,2021-03-13,8
1188248,https://www.kinopoisk.ru/film/1188248/,https://st.kp.yandex.net/images/film_big/1188248.jpg,Калашников (2020),Калашников,2020.0,movie,"биография, история",биография,Россия,Россия,tt11547520,2021-03-05,5
195435,https://www.kinopoisk.ru/film/195435/,https://st.kp.yandex.net/images/film_big/195435.jpg,Еще одна из рода Болейн (2008),The Other Boleyn Girl,2008.0,movie,"драма, мелодрама, биография, история",драма,"Великобритания, США",Великобритания,tt0467200,2021-02-26,7
1189859,https://www.kinopoisk.ru/film/1189859/,https://st.kp.yandex.net/images/film_big/1189859.jpg,Неадекватные люди 2 (2020),Неадекватные люди 2,2020.0,movie,"драма, комедия",драма,Россия,Россия,tt13666772,2021-02-20,7
461799,https://www.kinopoisk.ru/film/461799/,https://st.kp.yandex.net/images/film_big/461799.jpg,Письма к Джульетте (2010),Letters to Juliet,2010.0,movie,"драма, мелодрама, комедия, приключения",драма,США,США,tt0892318,2021-02-14,6
829368,https://www.kinopoisk.ru/film/829368/,https://st.kp.yandex.net/images/film_big/829368.jpg,Прогулка (2015),The Walk,2015.0,movie,"биография, драма, триллер",биография,США,США,tt3488710,2021-02-14,7
826373,https://www.kinopoisk.ru/film/826373/,https://st.kp.yandex.net/images/film_big/826373.jpg,Дело Ричарда Джуэлла (2019),Richard Jewell,2019.0,movie,"драма, биография",драма,США,США,tt3513548,2021-01-29,8
81873,https://www.kinopoisk.ru/film/81873/,https://st.kp.yandex.net/images/film_big/81873.jpg,Иллюзия полета (2005),Flightplan,2005.0,movie,"триллер, драма, детектив",триллер,США,США,tt0408790,2021-01-15,8
957887,https://www.kinopoisk.ru/film/957887/,https://st.kp.yandex.net/images/film_big/957887.jpg,Клаус (2019),Klaus,2019.0,cartoon,"мультфильм, семейный, комедия, приключения",мультфильм,"Испания, Великобритания, США",Испания,tt4729430,2021-01-08,9
2656,https://www.kinopoisk.ru/film/2656/,https://st.kp.yandex.net/images/film_big/2656.jpg,Пятый элемент (1997),The Fifth Element,1997.0,movie,"фантастика, боевик, комедия, мелодрама",фантастика,"Франция, Великобритания",Франция,tt0119116,2020-12-27,7
1395366,https://www.kinopoisk.ru/series/1395366/,https://st.kp.yandex.net/images/film_big/1395366.jpg,"Игра на выживание (сериал, 2020 – ...)",Игра на выживание,2020.0,tv-series,"триллер, боевик, драма",триллер,Россия,Россия,tt13144490,2020-12-25,6
1108690,https://www.kinopoisk.ru/series/1108690/,https://st.kp.yandex.net/images/film_big/1108690.jpg,"Перевал Дятлова (сериал, 2020)",Перевал Дятлова,2020.0,tv-series,"детектив, триллер, драма, военный, история",детектив,Россия,Россия,tt11455654,2020-12-19,7
1199625,https://www.kinopoisk.ru/film/1199625/,https://st.kp.yandex.net/images/film_big/1199625.jpg,Глубже! (2020),Глубже!,2020.0,movie,комедия,комедия,Россия,Россия,tt11439556,2020-12-18,7
926540,https://www.kinopoisk.ru/film/926540/,https://st.kp.yandex.net/images/film_big/926540.jpg,Миссия невыполнима: Последствия (2018),Mission: Impossible - Fallout,2018.0,movie,"боевик, триллер, приключения",боевик,"США, Китай, Франция, Норвегия, Великобритания",США,tt4912910,2020-12-17,6
420454,https://www.kinopoisk.ru/film/420454/,https://st.kp.yandex.net/images/film_big/420454.jpg,Человек-невидимка (2020),The Invisible Man,2020.0,movie,"фантастика, триллер, детектив",фантастика,"США, Канада, Австралия",США,tt1051906,2020-12-05,7
678549,https://www.kinopoisk.ru/film/678549/,https://st.kp.yandex.net/images/film_big/678549.jpg,Миссия невыполнима: Племя изгоев (2015),Mission: Impossible - Rogue Nation,2015.0,movie,"боевик, триллер, приключения",боевик,"США, Китай",США,tt2381249,2020-12-03,8
823594,https://www.kinopoisk.ru/series/823594/,https://st.kp.yandex.net/images/film_big/823594.jpg,"Вечность (сериал, 2014 – 2015)",Forever,2014.0,tv-series,"фантастика, фэнтези, драма, криминал, детектив",фантастика,США,США,tt3487382,2020-11-30,8
737859,https://www.kinopoisk.ru/film/737859/,https://st.kp.yandex.net/images/film_big/737859.jpg,Ночные игры (2018),Game Night,2018.0,movie,"боевик, триллер, комедия, криминал, приключения",боевик,США,США,tt2704998,2020-11-27,6
1263485,https://www.kinopoisk.ru/series/1263485/,https://st.kp.yandex.net/images/film_big/1263485.jpg,"Дивный новый мир (сериал, 2020)",Brave New World,2020.0,tv-series,"фантастика, триллер, драма",фантастика,США,США,tt9814116,2020-11-17,5
472362,https://www.kinopoisk.ru/film/472362/,https://st.kp.yandex.net/images/film_big/472362.jpg,Миссия невыполнима: Протокол Фантом (2011),Mission: Impossible - Ghost Protocol,2011.0,movie,"боевик, триллер, приключения",боевик,США,США,tt1229238,2020-10-30,7
9552,https://www.kinopoisk.ru/film/9552/,https://st.kp.yandex.net/images/film_big/9552.jpg,Миссия: невыполнима 3 (2006),Mission: Impossible III,2006.0,movie,"боевик, триллер, приключения",боевик,"США, Германия, Китай, Италия",США,tt0317919,2020-10-22,7
1167867,https://www.kinopoisk.ru/film/1167867/,https://st.kp.yandex.net/images/film_big/1167867.jpg,Стрельцов (2020),Стрельцов,2020.0,movie,"биография, спорт, драма",биография,Россия,Россия,tt12058242,2020-10-20,6
842913,https://www.kinopoisk.ru/film/842913/,https://st.kp.yandex.net/images/film_big/842913.jpg,Колония Дигнидад (2015),Colonia,2015.0,movie,"драма, биография, история",драма,"Германия, Франция, Люксембург, Великобритания, США",Германия,tt4005402,2020-10-16,8
586399,https://www.kinopoisk.ru/film/586399/,https://st.kp.yandex.net/images/film_big/586399.jpg,Транс (2013),Trance,2013.0,movie,"триллер, драма, криминал, детектив",триллер,"Великобритания, Франция",Великобритания,tt1924429,2020-10-02,5
437678,https://www.kinopoisk.ru/film/437678/,https://st.kp.yandex.net/images/film_big/437678.jpg,Судья Дредд (2012),Dredd,2012.0,movie,"фантастика, боевик, криминал",фантастика,"Великобритания, ЮАР, Индия",Великобритания,tt1343727,2020-09-26,7
1183824,https://www.kinopoisk.ru/series/1183824/,https://st.kp.yandex.net/images/film_big/1183824.jpg,"Ужиться с самим собой (сериал, 2019)",Living with Yourself,2019.0,tv-series,"комедия, фантастика",комедия,США,США,tt8880894,2020-09-25,6
889091,https://www.kinopoisk.ru/film/889091/,https://st.kp.yandex.net/images/film_big/889091.jpg,Нерв (2016),Nerve,2016.0,movie,"боевик, триллер, драма, криминал, приключения",боевик,США,США,tt3531824,2020-09-21,6
